# Zu löschende Zutaten (Vorschlag der AI)
# Lösche Zeilen für Zutaten, die du BEHALTEN willst
# Format: pk|name|description

5024|Sauerkraut Champagner|Hengstenberg Mildessa Champagnerkraut 350g - Mildessa - Mildessa Champagner-Kraut - SAUERKRAUT
4979|Hähnchenbrustfilet geräuchert|ja! Delikatess-Hähnchenbrustfilet mit feiner Rauchnote 100g - ja! - Delikatess Hähnchenbrustfilet - KOCHSCH./GEG.POEKELPR-GEF-KUE SB
2409|Schwarzwälder Schinken|ja! Schwarzwälder Schinken 200g - Ja! - Schwarzwälder Schinken - ROHER SCHINKEN -SB- KUEHLBED.
2404|Kürbiskerne schalenlos|Kluth Kürbiskerne schalenlos 125g - Kluth - Kürbiskerne schalenlos gewachsen - KERNE/NÜSSE (IND. VERP.)
2972|Schokolade Kaffeesplitter zuckerfrei|KAFFEESPLITTER - XUCKER - Schokolade kaffeesplitter - SCHOKOLADE BIS 100 G
3206|Mozzarella Sticks (TK)|ja! Mozzarella Sticks 250g - Ja! - Morzarella-Sticks - TK-SNACKS
3305|Kesselchips Honey Barbecue|Kettle Chips Honey Barbecue 150g - Kettle Foods - Honey Barbecue - KESSELCHIPS
4145|Pommes frites Wellenschnitt (TK)|ja! Pommes Frites Wellenschnitt 1kg - Ja! - Wellenschnitt Pommes Frites vorfrittiert - TK-POMMES FRITES/BACK-FRITES
3639|Käsesalat mit Mais-Möhre|Käse Lehmann Leipziger Käsesalat 200g - Käse Lehmann - Leipziger Käsesalat köstlich mit Mais und Möhre - FERTIGSALATE (+DESSERT) - SB -
3563|Kräutergewürz Italienisch|Knorr Kräuterling Italienische Kräuter 60g - Knorr - Kräuterlinge Italienisch - WÜRZEN,WÜRZMISCH.,FLÜSSIG,PASTÖS
4398|Hummus Grünes Pesto|King Cuisine Hummus Grünes Pesto 175g - None - Hummus Grünes Pesto - FEINKOST BROTAUFSTRICH
5982|Nudeln Bolognese (Fertiggericht Trocken)|Knorr Spaghetteria Pasta Bolognese - Knorr - Bolognese - FERTIGGERICHTE TROCKEN TEIGWAR
318|Proteinshake Vanille|Layenberger Protein-Shake Vanilla-Sahne 360g - LAYENBERGER - Proteinshake Vanille - REDUKTIONSKOST
1104|Knuspermüsli Schoko-Karamell|Kölln Müsli Knusper Schoko-Karamell 500g - Kölln - Müsli Knusper Schoko-Karamell - KNUSPER MÜSLI
1565|Weihnachtsschokolade|Lindt Weihnachts Chocolade 100g - LINDT - Weihnacht-Chocolade Classic - WEIHN.-SPEZIALITÄTEN
1583|Schokoladeneier Milchcrème|Milka Löffel-Ei Milchcrème 136g - MILKA - Löffel Ei Milchcrème - OSTEREIER
1643|Eistee Kräuter|Meßmer Cold Tea Typ Eiskaffee Vanilla 38,5g, 14 Beutel - MEßMER - Cold Tea - Typ Eiskaffee Vanilla - KRAEUTER-/FRUECHTE-TEE BEUTEL
4322|Kaffeepads Espresso|Senseo Kaffeepads Espresso 111g, 16 Pads - SENSEO - Senseo Typ Espresso Kaffeepads - PADSYSTEM (INKL. TEE U. KAKAO)
1956|Orangenmarmelade bitter|Koo Seville Orangenmarmelade 450g - KOO - Bittere Orangenmarmelade mit Schalenstreifen, Feinschnitt - KONFITUEREN/MARMELADEN/GELEES
1904|Gabelhappen Lachs|Lysell Gabelröllchen 125g - Lysell - Gabelröllchen - HERINGE/-FILETS/MATJES - SB -
1926|Teufelsröllchen (Lachs)|Lysell Teufelsröllchen 125g - Lysell - Teufelsröllchen - HERINGE/-FILETS/MATJES - SB -
2006|Asia-Nuss-Salat|Lunchsalat Asia Nuss - REWE to go - Lunchsalat Asia Art - SOFORTV. SALATSCHALE/-BOX CONV.
2013|Datteln Ajwa|Mekka Datteln Ajwa 180g - Mekka - Dattel Ajwa - TROCKENOBST (IND. VERP.)
1983|Falafel Kichererbse-Kürbis vegan|Lotus Natur Bio Falafel Kicher-Kürbis 220g - Lotus - Bio-Falafel „Kicher-Kürbis“ -vegan- - BIO CONVENIENCE - SB
2053|Vegane Bratwurst Erbsenprotein|Like Meat Schinken Bratwurst 200g - LikeMeat - Schinken Bratwurst aus Erbsenprotein - VEGANE ARTIKEL GEKÜHLT - SB
2068|Toast Bio|Mestemacher Bio Weizen Vollkorn Toast 400g - Mestemacher - Toast - BIO TOAST / SANDWICHSB
2453|Protein-Bowl Kichererbse-Linse|Little Lunch Bio Protein Bowl mit Kirchererbse und Linsen 350ml - Little Lunch - Protein Bowl 4260614720343 Herzhafter Bio-Eintopf mit Kichererbsen & Linsen - SUPPEN UND EINTÖPFE BIS 426ML
2430|Waffeln Classic Vanille|Loacker Classic Vanille 175g - Loacker - Classic Vanilla - WAFFELN
2528|Eistee Orange-Pfirsich|Milford Kühl&Lecker Orange Pfirsich - MILFORD - Eistee Orange - Pfirsich - KRAEUTER-/FRUECHTE-TEE BEUTEL
2761|Müsli Nuss & Krokant|Kölln Müsli Nuss & Krokant 500g - Kölln - Kölln Müsli Nuss & Krokant - Mischmüsli
3019|Sandwichkekse Milch|Leibniz Keks'n Cream Milk 190g - Leibniz - Leibniz Cream Kekse - SANDWICHGEBÄCK
3039|Schmelzkäse Kräuter|Milkana Schmelzkäse Kräuter 200g - MILKANA - Schmelzkäse Kräuter - SCHMELZKAESE,STREICHFAEHIG -SB
34219|Kekse Cornflakes-Schoko|Leibniz Knuspersnack Cornflakes Schoko 150g - Leibniz - Knusper Snack Cornflakes Schoko - BUTTERKEKS-/KEKS
4554|Gurkenviertel süß-würzig (Glas)|Kühne Gurkenviertel 360g - Kühne - Gurken viertel würzig-süß mit feiner Kurkumanote - GURKEN (KONSERVEN)
4564|Bärlauchgurken (Glas)|Kühne Bärlauchgurken 360g - Kühne - Bärlauch Gurken - GURKEN (KONSERVEN)
4599|Fruchtkekse Apfel|Leibniz Fruits Kekse Apfel 100g - Leibniz - Leibniz Fruits Apfel - BUTTERKEKS-/KEKS
4711|Steakhouse-Pommes (TK)|McCain Steakhouse Frites 650g - McCain - Pommes Steakhouse Frites - TK-POMMES FRITES/BACK-FRITES
4753|Chips Sour Cream & Onion|Lays Sour Cream & Onion 175g - Lay´s - Sour Creme & Onion - CHIPS UND STICKS
5053|Instant-Kartoffelbrei Steinpilz|Maggi Kartoffelbrei Steinpilzsauce 43g - MAGGI - Kartoffelbrei mit Steinpilzen - FERTIGGERICHTE INSTANT
5079|Weiße Schokolade Lebkuchen|LE WEISSE LEBKUCHEN - SCHOGETTEN - Weiße Lebkuchen - SCHOKOLADE BIS 100 G
5310|Chips Paprika (Stapel)|Lorenz Chipsletten Paprika 100g - Chipsletten - Lorenz Paprika Chipsletten - STAPELCHIPS
5490|Snack Sour Cream & Onion Puffs|Lorenz Fun Pop's Sour Cream & Onion 85g - Fun Pop's - Fun Pop's Sour Cream & Onion Geschmack - EXTRUDER
6095|Instant-Makkaroni Käse|Maggi 5 Minuten Terrine Makkaroni mit Käse 63g - MAGGI - 5 Minutenterrine Makkaroni Käse - FERTIGGERICHTE INSTANT
5969|Schokoladenweihnachtsmann Alpenmilch|Milka Weihnachtsmann Alpenmilch 50g - MILKA - Milka Alpenmilch Weihnachtsmann - WEIHN.-FIGUREN HOHL/MASSIV
6260|Vollmilch-Pudding|Landliebe Vollmilch Pudding Milch 225g - LANDLIEBE - Landliebe Vollmilch Pudding Milch - PUDDING/MILCHREIS
6276|Fitness-Quark Protein Himbeere|Mein Q Fitness Quark Himbeere 180g - MeinQ - Protein Fitness Quark Himbeere - FRUCHTQUARK
429|Mochi-Eis Vanille|Mochi Eis Vanille 192g - LITTLE MOONS - Mochi - SPEISEEIS HAUSHALTSPACKUNGEN
605|Lachsfilet frisch|Profish Norwegisches Lachsfilet 250g - Profish - Norwegisches Lachsfilet mit Haut - PRE PACK FRISCHFISCH
1035|Pizza Diavola (TK)|Original Wagner Ernst Wagners Bella Napoli Diavola Pizza tiefgefroren 430g - WAGNER - Original Wagner Bella Napoli Diavola - TK-PIZZA GROSS
1188|Feta in Öl|Patros Würfel in Öl 150g - Patros - Patros in Öl - FETA/FETAÄHNLICH -SB-
1529|Ravioli Artischocke|RAVIOLI CARCIOFI - RANA - Rana Verde Ravioli Artischocken - FRISCHNUDELN - SB -
1307|Heringsfilet Dill-Sahne|Nadler Dill Sahne Heringsfilets 440g - NADLER - Dill-Sahne-Heringsfilets mit Gurke & Zwiebel - HERINGE/-FILETS/MATJES - SB -
1219|Paprika-Kolbász|Pick Original Ungarische Paprika Kolbasz Paarpack 200g - PICK - Echt Ungarische Paprika Kolbasz - ROH/DAUERWURST SB NICHT KUEHLB
1376|Pizza Kürbis-Pilz (TK)|Original Wagner Die Backfrische Kürbis & dreierlei Pilze 375g - WAGNER - Die Backfrische Kürbis & dreierlei Pilze - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1378|Babybrei Milch Banane-Orange|Milupa Guten Morgen Milch Orange Breie 10 Monate 400g - Milupa - Guten Morgen Milchbrei, Banane, Orange, Knusperkorn - BABY FERTIGBREIE (PK/DOSE)E-MWST
1471|Flammkuchen (TK)|Original Wagner herzhafter Flammkuchen Käse & Lauch Vegetarisch 320g - WAGNER - Flammkuchen - Käse & Lauch 4009233003402 - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
1749|Backfisch Quinoa|Nordsee Backfisch Quinoa 170g - NORDSEE - Quinoa-Curry Backfisch - FEINKOSTARTIKEL GEKÜHLT SB
1591|Rosinenzopf|Ölz Rosinenzopf 600g - Ölz der Meisterbäcker - ölz Rosinenzopf - BROTLAIBE WEIßBROT/SÜßBROT SB
1955|Currywurstsauce|ohso lecker Currywurst Sauce Berliner Style vegan 350g - OHSO LECKER - Currywurst Sauce Berliner Art - GRILLSAUCEN UND DIPS SQEEZE
2749|Eiersalat mit Bacon|Popp Brotaufstrich Ei-Bacon-Salat 200g - Popp - Eiersalat mit Bacon - FERTIGSALATE (+DESSERT) - SB -
2764|Pastasauce Klassiker|Mirácoli Pasta-Sauce Klassiker 400g - MIRACOLI - Pastasauce Miracoli Klassiker - TOMATEN-U.NUDELFERTIGSAUCEN
3016|Brotaufstrich Rote Bete-Meerrettich Bio|Nabio Brotaufstrich Rotes Rübchen 130g - Nabio - Streich Mich Rote Beete Meerrttich - BIO WÜRZIGE AUFSTRICHE
2992|Steinofenpizza Salami|Original Wagner Steinofen Pizza Salami 320g - Original Wagner - Steinofen Pizza Salami - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
3213|Dessertcreme Vanille|Nestlé Gold Crème Vanille 4x85g - Nestle - knackige Creme - Pudding/Milchreis
3339|Tellerlinsen|Müller's Mühle Teller-Linsen 500g - Müller´s Mühle - Tellerlinsen - HUELSENFRUECHTE
3717|Senfkörner ganz|Ostmann Senfkörner ganz 30g - Ostmann - Senfkörner - GEWÜRZE MONO BEUTEL/NACHFÜLLER
3752|Pasta mit Tomatensauce (Fertiggericht)|Miracoli Klassiker Pasta Pronto 200g - MIRACOLI - Miracoli Pasta Pronto Klassiker - DEUTSCHE TEIGWAREN BIS 250 G
3770|Heringsfilets Dill-Kräuter|MSC HERINGF.DILL KRAEU - APPEL - Zarte Files vom Hering (Dill Kräuter) - HERINGS- U. MAKRELENFILETS
6032|Kräuterquark 40% Bio|REWE Bio Kräuterquark 40% 200g - REWE Bio - Kräuterquark - KRÄUTER-/GEWÜRZQUARK/KRÄUTERBROT
3789|Sojajoghurt Skyr-Art ohne Zucker Bio|Provamel Bio Skyr Style Soja ohne Zucker 400g - Provamel - Provamel Biologischer Fermentiertes Sojaprodukt, Natur, Skyr-style 400g - BIO NATUR/FRUCHTJOG. EW 12/21
3994|Kartoffelsalat mit Joghurt|Nadler Kartoffelsalat mit Joghurt 400g - NADLER - Kartoffelsalat mit Joghurt - FERTIGSALATE (+DESSERT) - SB -
4287|Brotaufstrich Gurke-Knoblauch vegan|Oatly Aufstrich Gurke & Knoblauch 150g - Oatly - Aufstrich Gurke & Knoblauch - VEGANE ARTIKEL GEKÜHLT - SB
4181|Eiersalat (Brotaufstrich)|Popp Eier Salat 3x40g - Popp - Brotaufstrich-Minis - Eiersalat - FEINKOST BROTAUFSTRICH
4182|Kartoffelsalat Essig-Öl|Nadler Bauer's Bester Kartoffelsalat Essig-Öl 380g - NADLER - Kartoffelsalat - FERTIGSALATE (+DESSERT) - SB -
4249|Frischkäse Wasabi|Miree Frischkäse Wasabi 135g - miree - Miree Wasabi - FRISCHKAESE - SB -
4177|Pudding Vanille vegan|Müller Pudding Vanille vegan 300g - MÜLLER - Vegan Pudding auf Kokosbasis Vanille - Milchaltern.Frische
4204|Beerenmüsli Bio|MyMüsli Bio Beerenmuesli 2go 85g - mymuesli - Beere - BIO MÜSLI / MÜSLIRIEGEL
4444|Brotaufstrich Käse-Champignon|Popp Aufstrich Käse und Champions 150g - Popp - Brotaufstrich Käse-Champignon - FEINKOST BROTAUFSTRICH
4363|Buttermilchdrink Himbeere|Milram Buttermilch-Drink Himbeere 750g - Milram - Buttermilchdrink Himbeere - BUTTERMILCH/DICKMILCH
4466|Buttermilchdrink Pfirsich|Milram Buttermilch Drink Pfirsich 750g - Milram - Buttermilchdrink Pfirsich - BUTTERMILCH/DICKMILCH
4468|Veganer Frischkäse Tomate-Chili|Pflanz Frischk. Tomate - EXQUISA - Kirschtomate Chili Vegan - veganer Käseersatz gekühlt SB
4542|Pardinalinsen|Palatina Pardinalinsen 500g - PALATINA - Linsen-Pardina - HUELSENFRUECHTE
5058|Pudding Himbeer-Vanille Doppeldecker|Müller Doppeldecker Himbeere & Vanilla 4x125g - MÜLLER - Doppel-Decker - Himbeere + Vanille - PUDDING/MILCHREIS
4807|Skyr laktosefrei|MinusL Skyr nach isländischer Art 400g - Minus L - Minus L Skyr - SPEISEQUARK/SCHICHTKÄSE/BROTAUFS
5204|Quinoa-Snack Puffreis|My Corn Cereal Snack Quinoa 90g - MyCorn - Cereal Snack Quinoa - SPEZIALI./KANDIERTE SCHOKO/PUF
5624|Brotaufstrich Kürbis-Curry vegan|Popp Haferaufstrich Kürbis vegan 175g - Popp - Aufstrich Vegan Hafer Kürbis Curry Feinkost Popp - vegane Produkte Sonstige gek.SB
5525|Joghurt natur laktosefrei 3,8%|Omira Minus L Joghurt mild 3,8 400g - MinusL - Yoghurt - NATURJOGHURT EINWEG
5568|Brotaufstrich Thunfischsalat|Popp Brotaufstrich Thunfischsalat 150g - Popp - Brotaufstrich Thunfisch - FEINKOST BROTAUFSTRICH
5598|Proteinriegel Dunkle Schokolade|Power System Professional Eiweißriegel Dark-Chocolate-Geschmack 45g - Power System - Protein Darko Chocolate - PROTEIN RIEGEL / BALLS E-MWST
6144|Milchreis High Protein Schoko|Müller Milchreis Protein Schoko 180g - MÜLLER - Milchreis High Protein Schoko - PUDDING/MILCHREIS
6114|Milchreis Schoko|Müller Milchreis leicht & lecker Schoko 200g - MÜLLER - Müller Milch Reis - PUDDING/MILCHREIS
6365|Sahnejoghurt Himbeer-Passionsfrucht|Mövenpick Feinjoghurt Himbeer Passionsfrucht 150g - Mövenpick - Feinjoghurt - Himbeere Passionsfrucht - FRUCHTJOGHURT EINWEG
6366|Kefir-Drink Pfirsich|Milram Kefir Drink Pfirisch 500g - Milram - FRIESEN Drink Pfirsich - KEFIR/MOLKE
6380|Sahnejoghurt Heidelbeere-Cassis|Mövenpick Feinjoghurt Heidelbeere-Cassis 150g - Mövenpick - Joghurt  Heidelbeere - FRUCHTJOGHURT EINWEG
6461|Fruchtjoghurt Bratapfel|Müller Froop Best Of Bratapfel 150g - MÜLLER - Froop Typ Bratapfel - FRUCHTJOGHURT EINWEG
6479|Fruchtjoghurt Apfel-Pflaume|Müller Froop Apfel-Pflaume 150g - MÜLLER - Froop Apfel-Pflaume - FRUCHTJOGHURT EINWEG
6487|Fruchtquark Vanilla Pfirsich-Maracuja|Obstgarten Vanilla Pfirsich - Obstgarten - Obstgarten Vanilla - Pfirsich-Maracuja - FRUCHTQUARK
6616|Joghurt mit Ecke Aprikose-Honig|Müller Joghurt mit der Ecke Aprikose-Honig 140g - MÜLLER - Joguurt - FRUCHTJOGHURT EINWEG
6617|Joghurt mit Ecke Erdbeere|Müller Joghurt mit der Ecke Erdbeere 150g - MÜLLER - Joghurt mit der Ecke/Naturgenuss/ Erdbeere - FRUCHTJOGHURT EINWEG
364|Burger Patties Rind|Rd-Burger Angus XXL - Butcher's - Angus XXL Irish Beef Burger Patties - RINDFLEISCH HACKFLEISCHPROD. SB
667|Seelachsfilet paniert (TK)|REWE Alaska Seelachsfilet paniert 800g - REWE Beste Wahl - Alaska - Seelachsfilet - Rest - 3 Stück - TK-PANIERTER FISCH
1103|Pflaumen-Streuselkuchen (TK)|REWE Beste Wahl Pflaumen-Streuselkuchen 600g - REWE Beste Wahl - Pflaumen-Butterstreusel Kuchen - TK-TORTEN/KUCHEN
1305|Burger-Patties (TK)|REWE Beste Wahl Angus Burger 300g, 2 Patties - REWE Beste Wahl - Angus Burger - TK-FLEISCH-CONVENIENCE
1326|Putengeschnetzeltes|REWE Beste Wahl Putengeschnetzeltes mit Nudeln in Champingnonrahmsauce 400g - REWE Beste Wahl - Putenbrustgeschnetzeltes - KOMPLETTMENÜ TRADTION.GEK.-SB
1805|Königsberger Klopse|REWE Beste Wahl Königsberger Klopse mit Salzkartoffeln mit cremiger Kapernsauce 400g - REWE Beste Wahl - Königsberger Klopse - KOMPLETTMENÜ TRADTION.GEK.-SB
2031|Metzgerschinken|REWE Beste Wahl Delikatess-Metzgerschinken 150g - REWE Beste Wahl - Rewe Delikatess Metzgerschinken Spitzenqualität, he... - KOCHSCH./GEG.POEKELPR.KUEHL-SB
1873|Himbeeren (TK)|REWE Beste Wahl Himbeeren 500g - REWE Beste Wahl - Rewe Himbeeren ganze früchte - TK-FRUECHTE/-BEEREN/-SAEFTE
2135|Süßkartoffel-Pommes (TK)|REWE Beste Wahl Süsskartoffel Pommes 500g - REWE Beste Wahl - Süßkartoffel Pommes - TK-POMMES FRITES/BACK-FRITES
2312|Edamame (TK)|REWE Bio Edamame Junge Sojabohnen 300g - REWE Bio - Edamame - TK-UEBRIGES GEMUESE
3262|Fettuccine Lachs (TK)|REWE Beste Wahl Fettuccine Lachs 360g - REWE Beste Wahl - Fettucine Lachs - TK-FERTIGGERICHTE SCHALEN
3607|Kartoffelbrot|REWE Beste Wahl Kartoffelbrot geschnitten 500g - REWE Beste Wahl - Kartoffelbrot - MISCHBROT GESCHNITTEN SB
3655|Gemüse-Kartoffelauflauf (TK)|REWE Beste Wahl Gemüse-Kartoffelauflauf 400g - REWE Beste Wahl - Gemüse Kartoffel Auflauf - TK-FERTIGGERICHTE SCHALEN
3673|Vegane Burger-Patties|REWE Beste Wahl Burger Patties vegan 227g - REWE Beste Wahl - Vegane Burger - VEGANE ARTIKEL GEKÜHLT - SB
3703|Laugenbrezeln (TK)|REWE Beste Wahl Laugenbrezeln 770g - REWE Beste Wahl - Laugenbrezeln zum Aufbacken - TK-AUFBACKBROTWAREN
3783|Gemüsepfanne mediterran Bio (TK)|REWE Bio Gemüsepfanne mediterrane Art 450g - REWE Bio - Gemüsepfanne - TK-GEMUESEMISCHUNGEN
707|Pasta 5-Käse (Fertiggericht)|YouCook Pasta 5-Käse 380g - YOUCOOK - Pasta 5-Käse - KOMPLETTMENÜ INTERN. GEK.-SB
3991|Cannelloni Bolognese (TK)|REWE Beste Wahl Cannelloni Bolognese 400g - REWE Beste Wahl - Cannelloni Bolognese - TK-FERTIGGERICHTE SCHALEN
4107|Gemüsepfanne französische Art (TK)|REWE Beste Wahl Gemüsepfanne Frankreich mit Kräutern der Provence 500g - REWE Beste Wahl - Gemüsepfanne Französische Art mit Kräutern der Provence - TK-GEMUESEMISCHUNGEN
4081|Pfeffersalami Bio|REWE Bio Pfeffersalami 70g - REWE Bio - Pfeffer Salami - ROH-/DAUERWURST -SB- KUEHLBED.
4150|Gemüsepfanne asiatische Art (TK)|REWE Beste Wahl Asia Pfannengemüse 500g - REWE Beste Wahl - Gemüsepfanne &quot;asiatische Art&quot; - TK-GEMUESEMISCHUNGEN
4155|Schinken-Nuggets|Reinert Schinken-Nuggetz 3x50g - Rohschinken - Schinken Nuggetz - ROHER SCHINKEN -SB- KUEHLBED.
4221|Gemüsepfanne Sommer (TK)|REWE Beste Wahl Gemüsepfanne Sommer 500g - REWE Beste Wahl - Gemüsepfanne »Sommer« - TK-GEMUESEMISCHUNGEN
4236|Paprikasalami|REWE Beste Wahl Delikatess-Paprikasalami 80g - REWE Beste Wahl - Paprika Salami - ROH-/DAUERWURST -SB- KUEHLBED.
782|Kaffeekapseln|Starbucks Colombia by Nespresso 57g, 10 Kapseln - STARBUCKS - Café en capsules numéro 8 - KAPSEL NESPRESSO KOMP.
4237|Gemüsepfanne asiatisch (TK)|REWE Beste Wahl Asia Pfannengemüse 500g - REWE Beste Wahl - Gemüsepfanne Asiatische Art in einer Sauce mit Kokosmilch 4388860395167 - TK-GEMUESEMISCHUNGEN
4251|Reis-Bowl Bohnen-Chia-Quinoa|Reis-fit Bohnen Chia mit Quinoa & Gemüse 250g - Reis Fit - Reis-Fit Feel good Bohnen, Chia - REIS-SPEZIALITAETEN
4400|Apfelrotkohl (TK)|REWE Beste Wahl Apfelrotkohl 450g - REWE Beste Wahl - Apfel-Rotkohl - TK-KOHLGEMUESE
4512|Emmentaler Bio Scheiben|REWE Bio Emmentaler 150g - REWE Bio - Emmentaler 45% Fett i.Tr. - NATURKAESE SCHEIBEN - SB -
4551|Tortelloni Spinat-Ricotta|REWE Beste Wahl Tortelloni Spinat-Ricotta 250g - REWE Beste Wahl - Tortelloni Spinat Ricotta - FRISCHNUDELN - SB -
4557|Bergkäse Bio Scheiben|REWE Bio Bergkäse 150g - REWE Bio - Bergkäse - NATURKAESE SCHEIBEN - SB -
4558|Feta 45% Bio|REWE Bio Feta 45% 150g - REWE Bio - Feta - FETA/FETAÄHNLICH -SB-
4720|Kartoffeln in Scheiben (Dose)|REWE Beste Wahl Kartoffeln in Scheiben 445g - REWE Beste Wahl - Kartoffeln in Scheiben - GEMUESE GLAS/PACKUNG
4726|Waffelröllchen Vollmilch-Schoko|REWE Beste Wahl Schoko Waffelröllchen Vollmilch 125g - REWE Beste Wahl - Schoko Waffelröllchen Vollmilch - WAFFELN
4943|Knoblauch Bio|REWE Bio Knoblauch Argentinien 150g - REWE Bio - Eiweißriegel - KNOBLAUCH
4969|Instant-Reis Chili con Carne|REIS SNACK CHILI C.CAR - Knorr - Reis Snack: Chili con carne - NONFOOD WÄSCHEPFLEGE
5027|Joghurt Stracciatella Bio|REWE Bio Joghurt mild mit Stracciatella 500g - REWE Bio - Bio Joghurt Stracciaella - FRUCHTJOGHURT MEHRWEG
5049|Cookies Schoko-Erdnuss|REWE Beste Wahl Cookies Chocolate Peanut 150g - REWE Beste Wahl - Chocolate Peanut Cookies Milchschokolade - American Cookies
5259|Kuchenglasur dunkel|REWE Beste Wahl Kuchenglasur Dunkel 150g - REWE Beste Wahl - Kuchenglasur dunkel - KUVERTUER., BLOCKSCHOKO., GLAS
1399|Gyoza Gemüse|Steinhaus Gyoza Gemüse 168g - Steinhaus - Gyoza Gemüse - FRISCHNUDELN - SB -
5337|Mini-Mozzarella Bio|REWE Bio Mini Mozzarella 250g - REWE Bio - mini mozzarella - MOZZAREL/SONST.PASTA FILATA SB
5354|Kartoffel-Wedges würzig (TK)|REWE Beste Wahl Kartoffel-Wedges würzig-lecker 750g - REWE Beste Wahl - Kartoffel Wedges - TK-POMMES FRITES/BACK-FRITES
5420|Salatmischung Winter Edition|REWE Beste Wahl Salatmischung Winter Edition 120g - REWE Beste Wahl - Winter Edition - SOFORTV. SALATBEUTEL CONV.
5445|Vegane Frischcreme Paprika Bio|REWE Bio Frischcreme Paprika vegan 150g - REWE Bio vegan - Frischcreme Paprika - VEGANE ARTIKEL GEKÜHLT - SB
5813|Veganer Aufschnitt Typ Lyoner|Rewe Beste Wahl Vegane Lyoner 80g - REWE Beste Wahl - Veganer Aufschnitt Typ Lyoner - VEGANE ARTIKEL GEKÜHLT - SB
5718|Joghurt mild 3,8% Bio|REWE Bio Joghurt mild 3,8% 500g - REWE Bio - Joghurt Mild - NATURJOGHURT MEHRWEG
5829|Joghurt mild 1,8% Bio|REWE Bio Joghurt Mild 1,8% 500g - REWE Bio - Joghurt Mild - NATURJOGHURT MEHRWEG
5908|High-Protein-Pudding Salted Caramel|REWE Beste Wahl High Protein Pudding Salted Caramel 200g - REWE Beste Wahl - High Protein Pudding Salted Caramel - Pudding/Milchreis
5928|High-Protein-Pudding Schoko|REWE Beste Wahl High Protein Pudding Schoko 200g - REWE Beste Wahl - High Protein Pudding Schoko - Pudding/Milchreis
5956|Express-Reis Basmati|REWE Beste Wahl Express Basmati Reis 250g - REWE Beste Wahl - Basmati Expressreis - Reis-Express Standbeutel
5973|Express-Reis Oriental|REWE Beste Wahl Oriental Express Reis 250g - REWE Beste Wahl - Oriantal Express Reis - REIS-EXPRESS STANDBEUTEL
5976|Grüne Oliven gefüllt mit Paprikapaste|REWE Beste Wahl Grüne Oliven gefüllt mit Paprikapaste 125g - REWE Beste Wahl - Oliven, gefüllt mit Paprikapaste - OLIVEN / KAPERN
6102|Veganer Aufschnitt Paprika-Lyoner|Rewe Beste Wahl Veganer Paprika-Lyoner Aufschnitt 80g - REWE Beste Wahl - Aufschnitt Typ Paprika-Lyoner - VEGANE ARTIKEL GEKÜHLT - SB
6019|Butterkeks Mini (Kinder)|REWE Beste Wahl Kinder Butterkeks mini 125g - REWE Beste Wahl - Butter Keks - BUTTERKEKS-/KEKS
6100|Sojajoghurt Mango vegan|REWE Beste Wahl Soja-Joghurt Mango vegan 500g - None - Soja Mango - Milchaltern.Frische
6107|Frische Buttermilch Bio|REWE Bio Frische Buttermilch 500g - REWE Bio - Buttermilch frisch 1 % (Bio) - BUTTERMILCH/DICKMILCH
6109|Joghurt mild Bio 3,8%|REWE Bio Joghurt mild 500g - REWE Bio - Joghurt mild 3,8 % Fett - NATURJOGHURT EINWEG
6096|Cookies Double Choc|REWE Beste Wahl Cookies Double Choc 225g - REWE Beste Wahl - Cookies American Style - AMERICAN COOKIES
6160|Heringsfilets Senfcreme Dijon|REWE Beste WAhö Hefi Senf-Dijon-Creme 200g - REWE Beste Wahl - Heringsfilets Senfcreme Dijon Art - HERINGS- U. MAKRELENFILETS
6180|Sojajoghurt natur ungesüßt vegan|REWE Beste Wahl Soja-Joghurtalternative ohne Zucker vegan 500g - REWE Beste Wahl - Soja Natur Ungesüßt - Milchaltern.Frische
6181|Fusilli Bio|REWE Bio Fusilli 500g - REWE Bio - Fusilli Nudeln aus Bio-Hartweizengrieß - ITALIENISCHE TEIGWAREN
4488|Hustenbonbons Menthol Extra Stark zuckerfrei|Ricola Menthol Extra Stark ohne Zucker 75g - RICOLA - Mit Schweitzer Alpenkräutern - KRAEUTER-/HUSTENBONBONS (FRUCH
6432|Mango-Lassi Bio|REWE Bio Mango Lassi 250g - REWE Bio - Mango Lassi - TRINKJOGHURT EIN- U. MEHRWEG
6436|Joghurt mild Pfirsich-Maracuja|REWE Beste Wahl Joghurt mild Pfirsich-Maracuja 250g - REWE Beste Wahl - Joghurt Pfirsich-Maracuja - FRUCHTJOGHURT EINWEG
6440|Joghurt mild Aprikose|REWE Beste Wahl Joghurt mild Aprikose 250g - REWE Beste Wahl - Joghurt Mild - FRUCHTJOGHURT EINWEG
6433|Joghurt mild Erdbeere|REWE Beste Wahl Joghurt mild Erdbeere 250g - REWE Beste Wahl - Joghurt Erdbeere - FRUCHTJOGHURT EINWEG
6444|Joghurt Vanille mit Schokoballs|REWE Beste Wahl Joghurt Vanille & Schokoballs 250g - REWE Beste Wahl - Joghurt Vanille u. Schokoballs - FRUCHTJOGHURT EINWEG
